"FieldID_unique","Date","Year","Province","SamplerNo.x","FieldID","SamplerType","ExtractionGroup","qPCRPlate","JDay","SampleID","SsCtMean","SsCtSD","SsMean","logSsMean","VolumeSampled","TtCt","TtSD","Water","week","month","SsMean_t1","logSs_t1","SamplerNo.y","MeanWetness","DiffMeanWet","MeanWet_1d","MaxWetness","DiffMaxWet","MaxWet_1d","MinWetness","DiffMinWet","MinWet_1d","MeanTemp","DiffMeanT","MeanT_1d","MaxTemp","DiffMaxT","MaxT_1d","MinTemp","DiffMinT","MinT_1d","MeanRH","DiffMeanRH","MeanRH_1d","MaxRH","DiffMaxRH","MaxRH_1d","MinRH","DiffMinRH","MinRH_1d","DiffRH_0d","DiffRH_1d","DiffRH_2d","MaxDiffRH_2h","MaxDiffRH_3h","MeanVPD","DiffMeanVPD","MeanVPD_1d","MaxVPD","DiffMaxVPD","MaxVPD_1d","MinVPD","DiffMinVPD","MinVPD_1d","TotalPrecip","Precip_1d","RainYN","MaxRain","MinRain","MeanWC","DiffMeanWC","MeanWC_1d","MaxWC","DiffMaxWC","MaxWC_1d","MinWC","DiffMinWC","MinWC_1d","MeanDP","DiffMeanDP","MeanDP_1d","MaxDP","DiffMaxDP","MaxDP_1d","MinDP","DiffMinDP","MinDP_1d","MeanSoilTemp","DiffMeanSoilT","MeanSoilT_1d","MaxSoilTemp","DiffMaxSoilT","MaxSoilT_1d","MinSoilTemp","DiffMinSoilT","MinSoilT_1d","jday"
"191507.09",2019-08-17,"2019","Alberta","07.09","1915","Burkard",NA,NA,229,NA,NA,NA,123.55,2.095343732,24,NA,NA,NA,33,8,43.45,1.647822911,"07.09",6.30833,-0.12083,6.42917,14.2,-0.4,14.6,0,0,0,12.8875,0.31667,12.57083,19.7,1.9,17.8,8.4,-1.5,9.9,66.3,-13.1625,79.4625,87.7,0.6,87.1,38.4,-29.9,68.3,49.3,18.8,50.4,14.7,22.6,4.12732,1.97858,2.14874,9.83635,5.34048,4.49588,1.01357,-0.22894,1.2425,1.1,4.2,1,0.7,0,28.44167,2.3625,26.07917,30.7,2.7,28,26.6,2.2,24.4,6.17917,-2.8875,9.06667,8.1,-3.8,11.9,4.1,-2,6.1,14.2,-0.2125,14.4125,19.7,2.7,17,11.6,-1.2,12.8,229
"191507.09",2019-08-18,"2019","Alberta","07.09","1915","Burkard",NA,NA,230,NA,NA,NA,141.39,2.15346424,24,NA,NA,NA,33,8,123.55,2.095343732,"07.09",1.44167,-4.86667,6.30833,4.4,-9.8,14.2,0,0,0,17.79167,4.90417,12.8875,30.6,10.9,19.7,8.8,0.4,8.4,56.77917,-9.52083,66.3,81.2,-6.5,87.7,31.3,-7.1,38.4,49.9,49.3,18.8,16.4,27.7,8.18871,4.0614,4.12732,21.65944,11.82309,9.83635,1.53811,0.52455,1.01357,0,1.1,0,0,0,24.7625,-3.67917,28.44167,26.2,-4.5,30.7,22.3,-4.3,26.6,8.02083,1.84167,6.17917,12.3,4.2,8.1,5.1,1,4.1,16.52917,2.32917,14.2,28.4,8.7,19.7,11.1,-0.5,11.6,230
"191507.09",2019-08-19,"2019","Alberta","07.09","1915","Burkard",NA,NA,231,NA,NA,NA,13.48,1.160618572,24,NA,NA,NA,33,8,141.39,2.15346424,"07.09",2.9625,1.52083,1.44167,14.8,10.4,4.4,0,0,0,16.55417,-1.2375,17.79167,26.6,-4,30.6,9.3,0.5,8.8,56.69583,-0.08333,56.77917,80.8,-0.4,81.2,37.8,6.5,31.3,43,49.9,49.3,11.8,21.3,6.5205,-1.66821,8.18871,15.13052,-6.52892,21.65944,1.79249,0.25438,1.53811,16.7,0,1,16.7,0,32.16667,7.40417,24.7625,43.7,17.5,26.2,21.8,-0.5,22.3,7.5,-0.52083,8.02083,12.2,-0.1,12.3,4.2,-0.9,5.1,16.00833,-0.52083,16.52917,24.3,-4.1,28.4,12.3,1.2,11.1,231
"191507.09",2019-08-20,"2019","Alberta","07.09","1915","Burkard",NA,NA,232,NA,NA,NA,3590.23,3.555242616,24,NA,NA,NA,34,8,13.48,1.160618572,"07.09",4.15833,1.19583,2.9625,13.4,-1.4,14.8,0,0,0,18.1875,1.63333,16.55417,28,1.4,26.6,8,-1.3,9.3,52.3875,-4.30833,56.69583,81,0.2,80.8,33.2,-4.6,37.8,47.8,43,49.9,16.6,28.1,8.52092,2.00041,6.5205,17.58422,2.4537,15.13052,1.50813,-0.28436,1.79249,0,16.7,0,0,0,31.53333,-0.63333,32.16667,35.5,-8.2,43.7,26.2,4.4,21.8,7.52083,0.02083,7.5,11.3,-0.9,12.2,4.2,0,4.2,16.40833,0.4,16.00833,24.3,0,24.3,11.6,-0.7,12.3,232
"191507.09",2019-08-21,"2019","Alberta","07.09","1915","Burkard",NA,NA,233,NA,NA,NA,520.21,2.717008573,24,NA,NA,NA,34,8,3590.23,3.555242616,"07.09",0,-4.15833,4.15833,0,-13.4,13.4,0,0,0,23.13333,4.94583,18.1875,33.6,5.6,28,14.2,6.2,8,39.9125,-12.475,52.3875,51.5,-29.5,81,24.7,-8.5,33.2,26.8,47.8,43,11.7,15.7,13.5391,5.01819,8.52092,27.22177,9.63756,17.58422,5.50574,3.99761,1.50813,0,0,0,0,0,24.4,-7.13333,31.53333,26.2,-9.3,35.5,22.3,-3.9,26.2,8.3375,0.81667,7.52083,13.5,2.2,11.3,4.3,0.1,4.2,19.45417,3.04583,16.40833,28.9,4.6,24.3,13.7,2.1,11.6,233
"191507.09",2019-08-22,"2019","Alberta","07.09","1915","Burkard",NA,NA,234,NA,NA,NA,9.67,1.028164419,24,NA,NA,NA,34,8,520.21,2.717008573,"07.09",6.1625,6.1625,0,14.9,14.9,0,0,0,0,17.97083,-5.1625,23.13333,23.4,-10.2,33.6,13.6,-0.6,14.2,70.49583,30.58333,39.9125,88.9,37.4,51.5,47.5,22.8,24.7,41.4,26.8,47.8,9.8,16.2,4.41291,-9.12619,13.5391,10.56084,-16.66093,27.22177,1.21127,-4.29447,5.50574,19.1,0,1,10.1,0,29.32083,4.92083,24.4,42,15.8,26.2,21.4,-0.9,22.3,12.2375,3.9,8.3375,16.7,3.2,13.5,7.3,3,4.3,18.03333,-1.42083,19.45417,20.3,-8.6,28.9,16.5,2.8,13.7,234
"191507.09",2019-08-23,"2019","Alberta","07.09","1915","Burkard",NA,NA,235,NA,NA,NA,249.44,2.398703695,24,NA,NA,NA,34,8,9.67,1.028164419,"07.09",5.95417,-0.20833,6.1625,14.7,-0.2,14.9,0,0,0,16.7875,-1.18333,17.97083,25.1,1.7,23.4,8.3,-5.3,13.6,66.87083,-3.625,70.49583,95.1,6.2,88.9,30.9,-16.6,47.5,64.2,41.4,26.8,32.2,44.8,5.90332,1.49041,4.41291,15.20987,4.64903,10.56084,0.56208,-0.64919,1.21127,0.2,19.1,1,0.2,0,37.50833,8.1875,29.32083,40.2,-1.8,42,33.7,12.3,21.4,9.275,-2.9625,12.2375,14.7,-2,16.7,6.4,-0.9,7.3,16.825,-1.20833,18.03333,22,1.7,20.3,13.3,-3.2,16.5,235
"191507.09",2019-08-24,"2019","Alberta","07.09","1915","Burkard",NA,NA,236,NA,NA,NA,16864.44,4.226997547,24,NA,NA,NA,34,8,249.44,2.398703695,"07.09",0.42083,-5.53333,5.95417,3.5,-11.2,14.7,0,0,0,19.03333,2.24583,16.7875,27.5,2.4,25.1,11.6,3.3,8.3,56.5375,-10.33333,66.87083,78.8,-16.3,95.1,33.4,2.5,30.9,45.4,64.2,41.4,19.8,24.6,7.66962,1.7663,5.90332,16.83612,1.62625,15.20987,2.05158,1.4895,0.56208,0,0.2,0,0,0,30.97917,-6.52917,37.50833,33.1,-7.1,40.2,27.5,-6.2,33.7,9.59167,0.31667,9.275,12.6,-2.1,14.7,6.2,-0.2,6.4,17.36667,0.54167,16.825,21.5,-0.5,22,13.9,0.6,13.3,236
"191507.09",2019-08-25,"2019","Alberta","07.09","1915","Burkard",NA,NA,237,NA,NA,NA,1483.11,3.171466091,24,NA,NA,NA,34,8,16864.44,4.226997547,"07.09",3.0375,2.61667,0.42083,11.1,7.6,3.5,0,0,0,14,-5.03333,19.03333,21,-6.5,27.5,7,-4.6,11.6,66.87917,10.34167,56.5375,88.3,9.5,78.8,44.4,11,33.4,43.9,45.4,64.2,17.7,25.2,4.38627,-3.28335,7.66962,9.21702,-7.6191,16.83612,0.99469,-1.05689,2.05158,0,0,0,0,0,26.71667,-4.2625,30.97917,28,-5.1,33.1,25.3,-2.2,27.5,7.44167,-2.15,9.59167,11,-1.6,12.6,4.3,-1.9,6.2,15.36667,-2,17.36667,19.5,-2,21.5,11.6,-2.3,13.9,237
"191507.09",2019-08-26,"2019","Alberta","07.09","1915","Burkard",NA,NA,238,NA,NA,NA,2054.91,3.313003043,24,NA,NA,NA,34,8,1483.11,3.171466091,"07.09",5.94167,2.90417,3.0375,14.7,3.6,11.1,0,0,0,15.08333,1.08333,14,23.5,2.5,21,7.6,0.6,7,58.74583,-8.13333,66.87917,86.8,-1.5,88.3,27.7,-16.7,44.4,59.1,43.9,45.4,22,27.5,6.07644,1.69016,4.38627,14.02759,4.81056,9.21702,1.10553,0.11085,0.99469,8.5,0,1,6,0,13.4625,-13.25417,26.71667,25.3,-2.7,28,0,-25.3,25.3,5.70833,-1.73333,7.44167,9.1,-1.9,11,0.6,-3.7,4.3,16.2875,0.92083,15.36667,25.5,6,19.5,11.3,-0.3,11.6,238
"191701",2019-07-08,"2019","Alberta","01","1917","Burkard",NA,"Plate 09",189,"T1-189",30.77,0.14,317.43,2.503013977,24,24.37,0.07,"No",27,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191701",2019-07-09,"2019","Alberta","01","1917","Burkard",NA,"Plate 09",190,"T1-190",33.18,0.43,67.09,1.833083334,24,24.52,0.02,"No",28,7,317.43,2.503013977,"01",4.87917,NA,NA,13.9,NA,NA,0,NA,NA,18.05417,NA,NA,26.3,NA,NA,9.3,NA,NA,66.0375,NA,NA,89.9,NA,NA,39.6,NA,NA,50.3,NA,NA,12.6,23.8,6.33836,NA,NA,14.39812,NA,NA,0.96753,NA,NA,0,NA,0,0,0,13.57917,NA,NA,14.9,NA,NA,12.6,NA,NA,10.88333,NA,NA,14,NA,NA,6.9,NA,NA,20.62917,NA,NA,27.1,NA,NA,13.7,NA,NA,190
"191701",2019-07-10,"2019","Alberta","01","1917","Burkard",NA,"Plate 09",191,"T1-191",34.12,0.17,35.45,1.561697533,24,24.22,0.18,"Yes",28,7,67.09,1.833083334,"01",0.71667,-4.1625,4.87917,14.5,0.6,13.9,0,0,0,21.25417,3.2,18.05417,30.8,4.5,26.3,12.7,3.4,9.3,56.37917,-9.65833,66.0375,78.2,-11.7,89.9,37.1,-2.5,39.6,41.1,50.3,NA,20.5,30.2,9.36555,3.02719,6.33836,20.07992,5.68179,14.39812,2.69255,1.72502,0.96753,18.2,0,1,17.7,0,13.84167,0.2625,13.57917,33.7,18.8,14.9,11.2,-1.4,12.6,11.5625,0.67917,10.88333,14.5,0.5,14,7.6,0.7,6.9,21.70833,1.07917,20.62917,28.2,1.1,27.1,15.4,1.7,13.7,191
"191701",2019-07-11,"2019","Alberta","01","1917","Burkard",NA,"Plate 09",192,"T1-192",31.42,0.36,210.56,2.325433558,24,24.94,0.18,"No",28,7,35.45,1.561697533,"01",0,-0.71667,0.71667,0,-14.5,14.5,0,0,0,20.53333,-0.72083,21.25417,27.2,-3.6,30.8,13.1,0.4,12.7,58.82083,2.44167,56.37917,80.5,2.3,78.2,39,1.9,37.1,41.5,41.1,50.3,9.9,20.5,7.90226,-1.46328,9.36555,14.61135,-5.46857,20.07992,2.32219,-0.37036,2.69255,0.2,18.2,1,0.2,0,28.34167,14.5,13.84167,33.1,-0.6,33.7,23.6,12.4,11.2,11.73333,0.17083,11.5625,15.1,0.6,14.5,8.5,0.9,7.6,19.81667,-1.89167,21.70833,24.3,-3.9,28.2,15.3,-0.1,15.4,192
"191701",2019-07-12,"2019","Alberta","01","1917","Burkard",NA,"Plate 01",193,"T1-193",30.64,0.06,313.94,2.498227823,24,23.45,0.06,"No",28,7,210.56,2.325433558,"01",1.1,1.1,0,14.8,14.8,0,0,0,0,20.45,-0.08333,20.53333,28.6,1.4,27.2,11.8,-1.3,13.1,64.37917,5.55833,58.82083,84.5,4,80.5,39.8,0.8,39,44.7,41.5,41.1,14.8,22.8,7.11425,-0.78802,7.90226,16.54464,1.93329,14.61135,1.51168,-0.81051,2.32219,17.4,0.2,1,17.2,0,25.00417,-3.3375,28.34167,37.8,4.7,33.1,20.1,-3.5,23.6,12.98333,1.25,11.73333,18.8,3.7,15.1,9.3,0.8,8.5,20.40833,0.59167,19.81667,25.7,1.4,24.3,14.5,-0.8,15.3,193
"191701",2019-07-13,"2019","Alberta","01","1917","Burkard",NA,"Plate 01",194,"T1-194",30.95,0.04,258,2.413299764,24,22.89,0.1,"No",28,7,313.94,2.498227823,"01",0.03333,-1.06667,1.1,0.3,-14.5,14.8,0,0,0,21.87083,1.42083,20.45,29.9,1.3,28.6,12.8,1,11.8,65.76667,1.3875,64.37917,83.3,-1.2,84.5,47.7,7.9,39.8,35.6,44.7,41.5,10.3,19.7,7.57219,0.45794,7.11425,15.78407,-0.76057,16.54464,1.7336,0.22192,1.51168,0,17.4,0,0,0,30.375,5.37083,25.00417,34.9,-2.9,37.8,26.2,6.1,20.1,14.825,1.84167,12.98333,20.7,1.9,18.8,8.9,-0.4,9.3,21.22917,0.82083,20.40833,27.1,1.4,25.7,15.3,0.8,14.5,194
"191701",2019-07-14,"2019","Alberta","01","1917","Burkard",NA,"Plate 01",195,"T1-195",29.37,0.05,711.62,2.852858007,24,22.53,0.01,"No",28,7,258,2.413299764,"01",0.0625,0.02917,0.03333,0.5,0.2,0.3,0,0,0,20.44167,-1.42917,21.87083,29,-0.9,29.9,13.7,0.9,12.8,72.66667,6.9,65.76667,93.6,10.3,83.3,45.8,-1.9,47.7,47.8,35.6,44.7,14.7,14.8,5.46591,-2.10628,7.57219,13.64942,-2.13465,15.78407,0.76215,-0.97145,1.7336,0,0,0,0,0,24.84167,-5.53333,30.375,26.2,-8.7,34.9,22.7,-3.5,26.2,14.9875,0.1625,14.825,20.3,-0.4,20.7,10.8,1.9,8.9,20.89167,-0.3375,21.22917,25.6,-1.5,27.1,16.6,1.3,15.3,195
"191701",2019-07-15,"2019","Alberta","01","1917","Burkard",NA,"Plate 01",196,"T1-196",29.15,0.14,818.54,2.913570155,24,23.59,0.07,"No",28,7,711.62,2.852858007,"01",0.04583,-0.01667,0.0625,0.9,0.4,0.5,0,0,0,19.0875,-1.35417,20.44167,27,-2,29,10.8,-2.9,13.7,66.725,-5.94167,72.66667,86.9,-6.7,93.6,38.6,-7.2,45.8,48.3,47.8,35.6,13.9,25.5,6.47225,1.00634,5.46591,15.26116,1.61174,13.64942,1.20032,0.43816,0.76215,0,0,0,0,0,20.79583,-4.04583,24.84167,22.3,-3.9,26.2,18.7,-4,22.7,12.10417,-2.88333,14.9875,15.8,-4.5,20.3,8.5,-2.3,10.8,20.2875,-0.60417,20.89167,26.7,1.1,25.6,14.7,-1.9,16.6,196
"191701",2019-07-16,"2019","Alberta","01","1917","Burkard",NA,"Plate 10",197,"T01-197",31.58,0.09,186.62,2.273279132,24,21.77,0.02,"No",29,7,818.54,2.913570155,"01",4.74167,4.69583,0.04583,14.3,13.4,0.9,0,0,0,18.97083,-0.11667,19.0875,24.5,-2.5,27,12.6,1.8,10.8,69.0125,2.2875,66.725,90.5,3.6,86.9,49,10.4,38.6,41.5,48.3,47.8,15,21.7,5.24792,-1.22433,6.47225,10.78432,-4.47683,15.26116,1.16718,-0.03314,1.20032,1.6,0,1,0.5,0,18.17917,-2.61667,20.79583,19.6,-2.7,22.3,16.6,-2.1,18.7,12.85833,0.75417,12.10417,16.4,0.6,15.8,9.3,0.8,8.5,20.35,0.0625,20.2875,26.8,0.1,26.7,16.6,1.9,14.7,197
"191701",2019-07-17,"2019","Alberta","01","1917","Burkard",NA,"Plate 10",198,"T01-198",30.55,0.25,370.86,2.570379465,24,21.5,0.05,"No",29,7,186.62,2.273279132,"01",0.02083,-4.72083,4.74167,0.1,-14.2,14.3,0,0,0,17.4125,-1.55833,18.97083,26.1,1.6,24.5,8.6,-4,12.6,65.88333,-3.12917,69.0125,92.4,1.9,90.5,43.6,-5.4,49,48.8,41.5,48.3,11,21.4,5.95971,0.71179,5.24792,13.32045,2.53613,10.78432,0.75052,-0.41666,1.16718,0,1.6,0,0,0,16.04583,-2.13333,18.17917,17,-2.6,19.6,14.9,-1.7,16.6,10.275,-2.58333,12.85833,14.5,-1.9,16.4,6.7,-2.6,9.3,19.2875,-1.0625,20.35,27.6,0.8,26.8,13.4,-3.2,16.6,198
"191701",2019-07-19,"2019","Alberta","01","1917","Burkard",NA,"Plate 10",200,"T01-200",30.09,0.05,496.1,2.696443763,24,21.87,0.06,"No",29,7,NA,NA,"01",1.10417,1.10417,0,14.9,14.9,0,0,0,0,13.53333,-3.2875,16.82083,23.4,-0.6,24,2.9,-4.2,7.1,59.62083,7.4375,52.18333,81.1,6.2,74.9,30.2,3.7,26.5,50.9,48.4,48.8,18.9,26.8,5.73021,-1.81342,7.54363,13.63858,-1.62721,15.26579,1.16778,-0.65785,1.82563,20.4,8.5,1,13.9,0,21.3125,7.2125,14.1,31.3,15.7,15.6,11.6,-1.6,13.2,4.82083,-1.12083,5.94167,9.3,-1.3,10.6,-0.4,-3.3,2.9,15.78333,-2.775,18.55833,21,-3.2,24.2,10.7,-3.2,13.9,200
"191701",2019-07-20,"2019","Alberta","01","1917","Burkard",NA,"Plate 10",201,"T01-201",36.99,0.53,5.59,0.818885415,24,21.73,0.16,"No",29,7,496.1,2.696443763,"01",11.77917,10.675,1.10417,14.2,-0.7,14.9,0,0,0,13.6375,0.10417,13.53333,19.6,-3.8,23.4,9.5,6.6,2.9,83.32917,23.70833,59.62083,92.4,11.3,81.1,69.4,39.2,30.2,23,50.9,48.4,14.1,16.2,1.98244,-3.74777,5.73021,4.79561,-8.84297,13.63858,0.76883,-0.39895,1.16778,22,20.4,1,6.8,0,28.81667,7.50417,21.3125,38.4,7.1,31.3,24.4,12.8,11.6,10.77917,5.95833,4.82083,14,4.7,9.3,7.7,8.1,-0.4,15.625,-0.15833,15.78333,19.4,-1.6,21,13.5,2.8,10.7,201
"191701",2019-07-21,"2019","Alberta","01","1917","Burkard",NA,"Plate 10",202,"T01-202",32.06,0.25,136.99,2.139847615,24,21.74,0.09,"No",29,7,5.59,0.818885415,"01",4.84167,-6.9375,11.77917,13.1,-1.1,14.2,0,0,0,16.40833,2.77083,13.6375,26.2,6.6,19.6,6.6,-2.9,9.5,74.575,-8.75417,83.32917,94.5,2.1,92.4,45.8,-23.6,69.4,48.7,23,50.9,10.9,18.7,4.53498,2.55254,1.98244,11.67759,6.88199,4.79561,0.48847,-0.28036,0.76883,0.2,22,1,0.2,0,31.06667,2.25,28.81667,36.1,-2.3,38.4,27.5,3.1,24.4,11.35833,0.57917,10.77917,16.8,2.8,14,5.4,-2.3,7.7,16.45833,0.83333,15.625,22.5,3.1,19.4,11.1,-2.4,13.5,202
"191701",2019-07-22,"2019","Alberta","01","1917","Burkard",NA,"Plate 10",203,"T01-203",31.15,0.12,247.21,2.394819275,24,25.63,0.13,"No",29,7,136.99,2.139847615,"01",0,-4.84167,4.84167,0,-13.1,13.1,0,0,0,20.53333,4.125,16.40833,30.7,4.5,26.2,12,5.4,6.6,68.98333,-5.59167,74.575,83.1,-11.4,94.5,49.2,3.4,45.8,33.9,48.7,23,10.3,17.2,6.33352,1.79854,4.53498,15.52394,3.84635,11.67759,1.68989,1.20142,0.48847,0,0.2,0,0,0,26.51538,-4.55128,31.06667,27.1,-9,36.1,25.3,-2.2,27.5,14.35833,3,11.35833,21.3,4.5,16.8,9.1,3.7,5.4,15.29231,-1.16603,16.45833,21.8,-0.7,22.5,13.1,2,11.1,203
"191701",2019-07-23,"2019","Alberta","01","1917","Burkard",NA,"Plate 10",204,"T01-204",35.38,0.33,15.63,1.220892249,24,26.44,0.1,"No",30,7,247.21,2.394819275,"01",0.4875,0.4875,0,10.9,10.9,0,0,0,0,24.37083,3.8375,20.53333,33.3,2.6,30.7,15.7,3.7,12,65.4875,-3.49583,68.98333,75.4,-7.7,83.1,42.3,-6.9,49.2,33.1,33.9,48.7,22.6,28.9,8.37348,2.03996,6.33352,16.34354,0.8196,15.52394,3.20295,1.51306,1.68989,0,0,0,0,0,NA,NA,26.51538,NA,NA,27.1,NA,NA,25.3,17.3125,2.95417,14.35833,23.9,2.6,21.3,11.1,2,9.1,NA,NA,15.29231,NA,NA,21.8,NA,NA,13.1,204
"191701",2019-07-24,"2019","Alberta","01","1917","Burkard",NA,"Plate 10",205,"T01-205",29.25,0.09,859.02,2.934508551,24,25.42,0.11,"No",30,7,15.63,1.220892249,"01",4.44167,3.95417,0.4875,14,3.1,10.9,0,0,0,21.12917,-3.24167,24.37083,27.1,-6.2,33.3,15.1,-0.6,15.7,60.16667,-5.32083,65.4875,86.5,11.1,75.4,32,-10.3,42.3,54.5,33.1,33.9,17.1,31.7,7.42345,-0.95003,8.37348,15.41089,-0.93265,16.34354,1.85582,-1.34713,3.20295,2.1,0,1,1.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.275,-5.0375,17.3125,18.9,-5,23.9,4.9,-6.2,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,205
"191701",2019-07-25,"2019","Alberta","01","1917","Burkard",NA,"Plate 10",206,"T01-206",29.84,0.15,587.7,2.769894036,24,25.58,0.08,"No",30,7,859.02,2.934508551,"01",0,-4.44167,4.44167,0,-14,14,0,0,0,19.4375,-1.69167,21.12917,28.2,1.1,27.1,8.8,-6.3,15.1,48.62083,-11.54583,60.16667,71.4,-15.1,86.5,29.4,-2.6,32,42,54.5,33.1,15.4,22.8,9.34337,1.91991,7.42345,18.57345,3.16256,15.41089,2.31304,0.45721,1.85582,0,2.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.77083,-4.50417,12.275,12.7,-6.2,18.9,3.6,-1.3,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,206
"191701",2019-07-26,"2019","Alberta","01","1917","Burkard",NA,"Plate 10",207,"T01-207",29.59,0.03,686.5,2.837272703,24,24.11,0.05,"No",30,7,587.7,2.769894036,"01",1.49167,1.49167,0,14.7,14.7,0,0,0,0,19.32917,-0.10833,19.4375,30.9,2.7,28.2,7.8,-1,8.8,68.01667,19.39583,48.62083,89.1,17.7,71.4,41.9,12.5,29.4,47.2,42,54.5,14,15.8,6.88424,-2.45913,9.34337,18.34247,-0.23098,18.57345,0.98635,-1.32669,2.31304,14.9,0,1,13.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,4.92917,7.77083,19.8,7.1,12.7,5.6,2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,207
"191701",2019-07-27,"2019","Alberta","01","1917","Burkard",NA,"Plate 10",208,"T01-208",29.92,0.7,589.7,2.771366971,24,26.09,0.01,"No",30,7,686.5,2.837272703,"01",0,-1.49167,1.49167,0,-14.7,14.7,0,0,0,20,0.67083,19.32917,30.2,-0.7,30.9,11.1,3.3,7.8,59.5875,-8.42917,68.01667,83.2,-5.9,89.1,34.6,-7.3,41.9,48.6,47.2,42,16.6,24.8,8.64234,1.7581,6.88424,18.97291,0.63044,18.34247,1.56843,0.58208,0.98635,0,14.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.975,-1.725,12.7,15.6,-4.2,19.8,7.4,1.8,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,208
"191701",2019-07-28,"2019","Alberta","01","1917","Burkard",NA,"Plate 10",209,"T01-209",29.6,0.07,685.6,2.836703799,24,25.46,0.05,"No",30,7,589.7,2.771366971,"01",0.00417,0.00417,0,0.1,0.1,0,0,0,0,16.67917,-3.32083,20,25,-5.2,30.2,7.4,-3.7,11.1,66.85833,7.27083,59.5875,88.3,5.1,83.2,46,11.4,34.6,42.3,48.6,47.2,17.3,31.3,5.45689,-3.18545,8.64234,12.00328,-6.96962,18.97291,1.00091,-0.56752,1.56843,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.95417,-1.02083,10.975,13.9,-1.7,15.6,5,-2.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,209
"191701",2019-07-29,"2019","Alberta","01","1917","Burkard",NA,"Plate 10",210,"T01-210",29.2,0.09,887.42,2.948618327,24,23.87,0.05,"No",30,7,685.6,2.836703799,"01",0,-0.00417,0.00417,0,-0.1,0.1,0,0,0,20.20833,3.52917,16.67917,32.8,7.8,25,9.7,2.3,7.4,58.75,-8.10833,66.85833,82.9,-5.4,88.3,29.9,-16.1,46,53,42.3,48.6,12.7,24.9,9.66836,4.21147,5.45689,25.245,13.24172,12.00328,1.53776,0.53685,1.00091,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.67083,0.71667,9.95417,15.3,1.4,13.9,6.5,1.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,210
"191701",2019-07-30,"2019","Alberta","01","1917","Burkard",NA,"Plate 10",211,"T01-211",29.89,0.09,566.8,2.754195388,24,23.95,0.04,"No",31,7,887.42,2.948618327,"01",0,0,0,0,0,0,0,0,0,20.42083,0.2125,20.20833,32.5,-0.3,32.8,9.5,-0.2,9.7,61.125,2.375,58.75,84,1.1,82.9,33.4,3.5,29.9,50.6,53,42.3,21.8,32.2,8.83313,-0.83523,9.66836,23.64084,-1.60416,25.245,1.44785,-0.08991,1.53776,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85417,1.18333,10.67083,17,1.7,15.3,6,-0.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,211
"191701",2019-07-31,"2019","Alberta","01","1917","Burkard",NA,"Plate 10",212,"T01-212",30.43,0.13,398.61,2.601636348,24,24.06,0.18,"No",31,7,566.8,2.754195388,"01",1.1125,1.1125,0,8.9,8.9,0,0,0,0,19.93333,-0.4875,20.42083,32.2,-0.3,32.5,10,0.5,9.5,65.8125,4.6875,61.125,92.6,8.6,84,36.6,3.2,33.4,56,50.6,53,10.4,19.7,7.7633,-1.06983,8.83313,22.0875,-1.55334,23.64084,0.88676,-0.56109,1.44785,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.47917,0.625,11.85417,17.4,0.4,17,6.8,0.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,212
"191701",2019-08-01,"2019","Alberta","01","1917","Burkard",NA,"Plate 10",213,"T01-213",29.57,0.08,696.35,2.843450805,24,23.94,0.17,"No",31,8,398.61,2.601636348,"01",1.22083,0.10833,1.1125,14.8,5.9,8.9,0,0,0,22.3875,2.45417,19.93333,33,0.8,32.2,13.1,3.1,10,58.48333,-7.32917,65.8125,84.7,-7.9,92.6,37,0.4,36.6,47.7,56,50.6,24,26.1,9.71418,1.95088,7.7633,23.07179,0.98429,22.0875,1.84491,0.95815,0.88676,20.5,0,1,20.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.26667,0.7875,12.47917,19.1,1.7,17.4,7.1,0.3,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,213
